Product ID,Product Name,Product Category,Product Description,Price,Stock Quantity,Warranty Period,Product Dimensions,Manufacturing Date,Expiration Date,SKU,Product Tags,Color/Size Variations,Product Ratings
LUIWVOYB,Headphones,Electronics,Product_6B641,461.05,57,2,6x5x10 cm,01-01-2023,01-01-2025,Y4KDXG,"LOE,BVB",Red/Small,2
KGPW2V6X,Monitor,Home Appliances,Product_RE75F,424.29,20,1,5x6x11 cm,30-07-2023,01-01-2026,QS6DI2,"R9J,Y5Y",Blue/Medium,5
WW94TMYV,Laptop,Clothing,Product_USFBP,110.97,93,2,9x11x20 cm,30-07-2023,01-01-2024,CQ0JW7,"SFP,PUR",Red/Small,4
VKI3A7OZ,Smartphone,Electronics,Product_Z3Y7W,397.79,31,1,7x20x16 cm,01-01-2023,01-01-2025,C23PQG,"7RM,4VC",Green/Large,1
DL36BS9D,Laptop,Home Appliances,Product_Y3A57,169.84,81,3,12x15x13 cm,30-07-2023,01-01-2024,I9D4HW,"GQ2,6SN",Blue/Medium,5
5TRQ9OOF,Laptop,Home Appliances,Product_JU0SX,40.55,12,3,5x19x18 cm,15-03-2023,01-01-2026,GU7YRW,"67O,J6V",Green/Large,5
8T448X4V,Monitor,Home Appliances,Product_D3PVE,403.67,19,3,18x19x9 cm,15-03-2023,01-01-2025,2HHMTC,"5T2,JYO",Red/Small,4
WM20VFFA,Smartphone,Home Appliances,Product_4RS6L,106.58,60,2,6x6x19 cm,01-01-2023,01-01-2024,6QGGGI,"YRM,RT4",Green/Large,1
8YTE1837,Headphones,Clothing,Product_2GDGR,29.71,39,3,10x12x12 cm,01-01-2023,01-01-2024,FZ8QWD,"73B,HSM",Green/Large,2
V7H21XVJ,Smartphone,Electronics,Product_X4F1X,139.97,90,3,10x6x6 cm,01-01-2023,01-01-2025,4Y66B5,"4OJ,1B0",Blue/Medium,3
78XDZ1LJ,Laptop,Clothing,Product_8W2VP,96.08,81,2,13x20x15 cm,01-01-2023,01-01-2025,61FRLQ,"8WQ,KMM",Blue/Medium,5
IQGY8YDY,Monitor,Home Appliances,Product_02MND,346.53,67,3,12x12x11 cm,01-01-2023,01-01-2025,0JLDHK,"PWN,OX4",Green/Large,3
QHKDD3G1,Headphones,Home Appliances,Product_WQS9R,371,21,1,20x17x11 cm,01-01-2023,01-01-2024,IKNGDE,"F3O,KR5",Red/Small,2
9XB96LCM,Smartphone,Clothing,Product_OBHQX,434.15,17,3,17x16x9 cm,01-01-2023,01-01-2025,51N3WL,"Q8K,453",Red/Small,4
QQ1X21ZS,Smartphone,Clothing,Product_WLPB5,127.67,82,1,14x15x14 cm,30-07-2023,01-01-2024,2U7R9A,"D7I,3D6",Blue/Medium,3
5JH8DWPT,Laptop,Clothing,Product_TFGGF,113.54,2,3,7x13x12 cm,15-03-2023,01-01-2024,UZLE8X,"7SO,IYL",Blue/Medium,3
6NFRGQEK,Monitor,Electronics,Product_JZYVY,116.65,3,1,12x5x14 cm,01-01-2023,01-01-2026,SI2RFZ,"K7I,IYJ",Red/Small,4
CF0PSPGV,Smartphone,Electronics,Product_J76RL,333.64,20,1,12x20x13 cm,30-07-2023,01-01-2025,48AU20,"N46,V0R",Green/Large,1
4KYINXH5,Headphones,Home Appliances,Product_92GW2,253.5,63,2,9x7x13 cm,01-01-2023,01-01-2025,GD3GIO,"42B,6HK",Red/Small,4
BMGZLTHZ,Smartphone,Electronics,Product_BOD1B,349.81,22,1,17x19x12 cm,30-07-2023,01-01-2024,Z4HQ8K,"OJ6,H5C",Red/Small,1
F72H1XEB,Laptop,Clothing,Product_456PS,467.14,93,3,14x19x7 cm,15-03-2023,01-01-2026,H1FXDQ,"UJG,L5Y",Green/Large,5
GVC5ZLEV,Headphones,Electronics,Product_U9HV0,283.59,28,2,8x6x19 cm,01-01-2023,01-01-2026,6MB9Q3,"B15,K4C",Blue/Medium,5
QWYIVLE1,Smartphone,Home Appliances,Product_T3Z04,20.71,52,3,8x13x10 cm,30-07-2023,01-01-2025,ALNF7D,"NKV,V64",Green/Large,4
NOCUW89T,Laptop,Clothing,Product_ZDSQN,28.63,92,1,18x8x16 cm,15-03-2023,01-01-2025,MEJFMI,"A9B,TNY",Blue/Medium,3
SFHERESZ,Monitor,Clothing,Product_2GTPU,21.67,61,2,19x16x7 cm,30-07-2023,01-01-2026,8L14HK,"3ET,SVX",Red/Small,5
G7XVOA8I,Headphones,Clothing,Product_PVCWB,350.89,36,3,17x12x12 cm,30-07-2023,01-01-2024,FVFAI8,"K22,WVF",Green/Large,5
SNE0HV69,Laptop,Clothing,Product_FGUAV,427.04,56,1,13x19x8 cm,30-07-2023,01-01-2024,H1XXH6,"A0L,KBB",Green/Large,3
QHCWP4KZ,Headphones,Electronics,Product_XDDAK,287.87,4,2,7x12x7 cm,30-07-2023,01-01-2025,YPXA33,"TX5,UN0",Green/Large,5
K0MAH2C3,Smartphone,Electronics,Product_DE03J,495.35,14,2,19x15x13 cm,15-03-2023,01-01-2026,CFE2RN,"A4W,6XS",Green/Large,5
XT7EY492,Smartphone,Clothing,Product_AHQ30,278.09,98,2,5x13x8 cm,30-07-2023,01-01-2024,F2ND3Y,"UH0,YOD",Red/Small,2
BZBJVI1I,Smartphone,Home Appliances,Product_IO4FU,440.15,35,3,9x15x19 cm,15-03-2023,01-01-2025,AIPNMN,"8JE,I4K",Red/Small,3
M5JOZBU6,Headphones,Electronics,Product_PYNFI,333.85,47,3,19x5x11 cm,15-03-2023,01-01-2025,990BFH,"0ZB,L3Y",Red/Small,1
GCFV6HU9,Laptop,Electronics,Product_8CFP8,332.33,74,1,20x14x13 cm,01-01-2023,01-01-2026,RD2VNI,"W1Q,UFO",Blue/Medium,5
SBF54VDR,Monitor,Electronics,Product_YY1JA,279.72,57,1,20x16x10 cm,15-03-2023,01-01-2025,LRU5NH,"0SL,QIX",Red/Small,3
NUAZLGWB,Smartphone,Electronics,Product_WJ7UO,28.68,91,3,18x18x13 cm,01-01-2023,01-01-2026,GYWC93,"1JR,93E",Blue/Medium,3
K5N90TBU,Monitor,Electronics,Product_DGZNL,242.78,61,2,5x16x11 cm,15-03-2023,01-01-2026,FZNGML,"GQY,FK2",Green/Large,1
BT4I4P29,Headphones,Clothing,Product_PC0D9,72.58,48,2,15x11x7 cm,30-07-2023,01-01-2024,IZDUG9,"NC2,MDX",Blue/Medium,4
EVTKRSPJ,Headphones,Electronics,Product_B3TPH,119.96,24,3,14x16x8 cm,30-07-2023,01-01-2025,S7X9WH,"QHY,TGP",Red/Small,5
MXSJ892D,Smartphone,Clothing,Product_AT03S,53.41,92,2,19x13x16 cm,15-03-2023,01-01-2025,ZJJDV9,"0IS,NT4",Blue/Medium,2
QAKCG12N,Smartphone,Clothing,Product_ZRKGB,429.33,55,2,6x5x12 cm,15-03-2023,01-01-2026,EEZCK7,"1G5,U40",Red/Small,1
UR8PDO0G,Headphones,Clothing,Product_6THKQ,191.2,62,2,10x11x13 cm,15-03-2023,01-01-2024,AWC9Z6,"D1W,7R8",Red/Small,3
WR63NQ3J,Monitor,Electronics,Product_2X744,133.92,69,1,16x20x13 cm,15-03-2023,01-01-2026,4RQP9R,"MTO,YL3",Green/Large,5
BHIEKDWD,Smartphone,Electronics,Product_KVF3V,90.74,69,3,5x18x17 cm,01-01-2023,01-01-2026,W0MD6Z,"RC4,PLM",Green/Large,2
ELY3RCQJ,Smartphone,Clothing,Product_ETFFE,187.49,21,3,5x6x10 cm,01-01-2023,01-01-2024,MDKPQL,"GD7,NVI",Blue/Medium,5
Q3MAZEVM,Smartphone,Home Appliances,Product_I8QDN,38.26,5,1,16x8x18 cm,01-01-2023,01-01-2026,3URRCR,"HGG,YR3",Red/Small,2
Y6PLTHI6,Smartphone,Home Appliances,Product_P9JVO,431.17,51,3,17x20x19 cm,30-07-2023,01-01-2024,CRQIJ6,"GZW,5W2",Blue/Medium,4
XIQNXBMP,Headphones,Electronics,Product_XIXPW,219.87,69,1,13x6x17 cm,30-07-2023,01-01-2025,8TA922,"FZJ,YQN",Red/Small,2
2XBA6IVO,Monitor,Clothing,Product_GIPOC,318.93,53,3,19x12x10 cm,01-01-2023,01-01-2025,1MVE3U,"HQT,34Y",Green/Large,1
YOHUMOG3,Smartphone,Clothing,Product_ANAKE,292.99,83,3,5x13x17 cm,30-07-2023,01-01-2024,RT6DGC,"O5B,ED2",Blue/Medium,1
RD6V283J,Laptop,Electronics,Product_956DD,436,18,3,17x9x10 cm,15-03-2023,01-01-2024,RRQ84Y,"PZQ,FR3",Green/Large,1
W93QY0RE,Headphones,Clothing,Product_YYU02,212.29,81,2,20x11x7 cm,30-07-2023,01-01-2026,LUL6MU,"7WU,XU0",Green/Large,5
LW6DRBB4,Laptop,Clothing,Product_BEOLF,492.2,67,1,11x13x10 cm,01-01-2023,01-01-2025,8NV8ZD,"Z2X,QQK",Red/Small,4
6R1V7WJZ,Smartphone,Electronics,Product_W5K18,346.74,3,3,12x5x19 cm,30-07-2023,01-01-2025,N2MAPW,"TE7,XOJ",Red/Small,2
KHSXTZFF,Headphones,Clothing,Product_6TI1G,375.54,80,3,18x11x5 cm,01-01-2023,01-01-2026,7QQXZQ,"WDS,7PN",Red/Small,2
1IPWLH23,Headphones,Home Appliances,Product_0RO83,126.26,7,3,13x18x8 cm,15-03-2023,01-01-2026,3VBT6S,"O6H,UIB",Blue/Medium,1
SE2WBQJU,Monitor,Home Appliances,Product_B22LY,173.64,98,3,10x18x12 cm,15-03-2023,01-01-2025,NRX424,"4YT,ZSA",Blue/Medium,2
CGURGEHZ,Monitor,Home Appliances,Product_I2X0U,380.78,95,1,15x6x6 cm,30-07-2023,01-01-2024,KIO4VZ,"3MV,OGZ",Green/Large,5
U9L302RH,Smartphone,Clothing,Product_VMDTC,190.67,59,3,9x12x15 cm,01-01-2023,01-01-2025,G5X8TA,"6E0,V1C",Green/Large,2
C5X6A6UR,Headphones,Clothing,Product_LNWBK,352.93,32,1,5x16x19 cm,01-01-2023,01-01-2025,SP8DYB,"TN9,T5U",Blue/Medium,5
M0MRM3U2,Monitor,Electronics,Product_EELFH,386.02,44,3,9x7x8 cm,01-01-2023,01-01-2026,VU4B4N,"8XI,GLX",Green/Large,2
BQ2MNQGC,Smartphone,Electronics,Product_0FZU4,69.11,39,2,15x9x19 cm,30-07-2023,01-01-2026,IGP06J,"G94,40E",Red/Small,3
Q85JX5VC,Headphones,Home Appliances,Product_WBJ10,301.48,42,2,8x8x5 cm,01-01-2023,01-01-2026,KBQC01,"U7F,KT2",Green/Large,3
0CU2ANUU,Smartphone,Electronics,Product_1XM1N,389.73,59,2,9x6x15 cm,30-07-2023,01-01-2025,U77JBO,"WDK,LOC",Red/Small,1
FRFGDT58,Smartphone,Electronics,Product_VCNGR,288.83,79,2,12x10x17 cm,15-03-2023,01-01-2025,YGWQLR,"NL6,TDR",Blue/Medium,2
CUC21VTX,Smartphone,Home Appliances,Product_YOA6N,146.74,25,1,20x9x7 cm,15-03-2023,01-01-2024,PDWB3T,"KWA,M3L",Red/Small,2
7YHR1OKY,Smartphone,Clothing,Product_S7G1X,301.53,45,2,20x10x11 cm,01-01-2023,01-01-2024,FIZ8KS,"2X3,U73",Red/Small,1
WLMLMEBC,Laptop,Electronics,Product_WXRHO,449.64,23,3,19x8x11 cm,30-07-2023,01-01-2026,7YYOTB,"JFV,5GS",Red/Small,4
M5XB1M13,Headphones,Electronics,Product_9MI6N,377.6,76,2,17x10x15 cm,15-03-2023,01-01-2026,DS67UR,"VBF,A6P",Green/Large,2
L6PA4D2K,Smartphone,Electronics,Product_2OLJL,242.6,26,1,16x6x10 cm,01-01-2023,01-01-2024,ILWUV5,"KZ6,FCV",Green/Large,5
ZG8O46QU,Headphones,Electronics,Product_KQ31G,382.64,77,3,14x5x5 cm,15-03-2023,01-01-2026,1YWBZZ,"VN5,821",Red/Small,5
JMUMZAXK,Headphones,Clothing,Product_4G42U,103.08,98,2,18x14x15 cm,15-03-2023,01-01-2024,FYAU05,"C4G,BF6",Red/Small,1
SUNKRO0R,Monitor,Electronics,Product_LBCNJ,78.59,10,2,5x6x12 cm,01-01-2023,01-01-2025,KLBEFM,"SVA,VYO",Green/Large,3
V2YPE7DU,Headphones,Electronics,Product_R29AA,241.74,89,2,13x7x20 cm,30-07-2023,01-01-2024,FZ0PJY,"19T,LQW",Blue/Medium,4
AYYI9K0N,Smartphone,Clothing,Product_EIARB,455.78,40,2,10x6x15 cm,15-03-2023,01-01-2024,5OM0X3,"ABR,6NI",Green/Large,3
7XEJGK7R,Smartphone,Home Appliances,Product_JJRB7,36.21,32,1,5x10x17 cm,01-01-2023,01-01-2024,AWKNYU,"YEJ,7ZX",Red/Small,4
G3O8VRIT,Headphones,Home Appliances,Product_YWQE6,259.19,38,2,7x13x8 cm,01-01-2023,01-01-2025,YOIDP1,"OPI,NG2",Red/Small,4
7JOF52FG,Headphones,Clothing,Product_PINBA,36.26,35,1,9x14x8 cm,15-03-2023,01-01-2024,O40H50,"SGO,LJK",Green/Large,5
BG6310C8,Laptop,Electronics,Product_KQKYB,285.28,3,1,6x10x18 cm,01-01-2023,01-01-2026,5YB4LU,"I6M,E75",Blue/Medium,1
GUMY9SC0,Headphones,Electronics,Product_ZXOBW,344.39,95,3,19x5x8 cm,30-07-2023,01-01-2026,ACEQPP,"57A,ZU1",Blue/Medium,3
H8Q7Z0ZJ,Laptop,Clothing,Product_6XA32,233.52,10,2,16x6x15 cm,30-07-2023,01-01-2024,PPX9HE,"WCA,UWO",Green/Large,5
CKYCDEGJ,Monitor,Electronics,Product_9HQTY,443.87,71,2,15x18x19 cm,01-01-2023,01-01-2024,XN2255,"3KQ,A7A",Green/Large,3
EW3JUM2H,Headphones,Home Appliances,Product_1NCN3,234.68,19,1,17x8x14 cm,15-03-2023,01-01-2024,6MTB3B,"9YU,WXP",Red/Small,4
JJDACVIX,Headphones,Home Appliances,Product_KH01T,307.28,19,1,10x8x10 cm,30-07-2023,01-01-2024,6KIYBZ,"JW5,O9O",Red/Small,4
6214JAF3,Monitor,Home Appliances,Product_6SW8V,29.5,43,3,12x6x16 cm,01-01-2023,01-01-2026,LDQZTW,"9KL,6WF",Red/Small,1
W8M92IR5,Headphones,Clothing,Product_7IF33,298.13,10,3,10x12x12 cm,15-03-2023,01-01-2025,LLTBZR,"U2E,IQU",Blue/Medium,1
8D7JISO1,Monitor,Electronics,Product_CNDIZ,38.72,66,3,18x8x14 cm,01-01-2023,01-01-2024,19BP60,"DOQ,MJL",Red/Small,5
Y4VIQZCW,Headphones,Home Appliances,Product_RJAVZ,483.5,57,2,13x12x11 cm,15-03-2023,01-01-2026,0I0ESD,"3BR,FUE",Green/Large,4
0VLL459I,Monitor,Electronics,Product_2K93L,164.35,61,1,19x11x9 cm,15-03-2023,01-01-2026,YE2WTE,"DZE,LJI",Green/Large,4
ESEHNRMT,Smartphone,Home Appliances,Product_O0HTB,21.39,42,3,16x17x9 cm,01-01-2023,01-01-2026,UE23QJ,"VOK,RSE",Red/Small,3
ODYG6MOM,Smartphone,Clothing,Product_CNTHJ,295.23,24,2,15x11x15 cm,01-01-2023,01-01-2024,SG12PZ,"XPD,CVX",Red/Small,1
WBHQYIQL,Headphones,Home Appliances,Product_KQ172,305.01,22,1,10x10x15 cm,30-07-2023,01-01-2024,K844ZS,"VXJ,KS0",Red/Small,5
C47PZ7GJ,Smartphone,Electronics,Product_WW6R4,137.65,10,2,17x6x16 cm,15-03-2023,01-01-2024,LZY718,"DJJ,545",Blue/Medium,3
QYLLMVYK,Headphones,Home Appliances,Product_H96L0,456.86,53,3,12x12x5 cm,01-01-2023,01-01-2024,PGC8VW,"V55,OBD",Green/Large,4
S10T5YN1,Laptop,Clothing,Product_TG387,189.7,59,3,7x10x18 cm,01-01-2023,01-01-2024,70Q56B,"K3L,UPC",Green/Large,1
AG7U9WKT,Smartphone,Clothing,Product_ZD7II,474.71,49,2,19x6x19 cm,01-01-2023,01-01-2024,D1BKCR,"OHG,WEA",Red/Small,4
KG8SRXCA,Smartphone,Electronics,Product_W0WVY,449.11,46,2,11x12x9 cm,30-07-2023,01-01-2024,LB6XIL,"3WQ,UWO",Blue/Medium,2
9EEXZRYV,Smartphone,Clothing,Product_1UHVA,149.12,83,1,12x6x5 cm,30-07-2023,01-01-2024,9Y16C0,"VF8,YTL",Blue/Medium,4
5UOF67GD,Monitor,Clothing,Product_HZD26,151.7,61,2,12x17x10 cm,30-07-2023,01-01-2024,PHK8ZJ,"2FV,N2M",Red/Small,2
7CCLYJIY,Headphones,Home Appliances,Product_FBEYF,272.6,58,1,11x12x18 cm,15-03-2023,01-01-2024,V2LETP,"L1J,IWE",Green/Large,2
46SI6YTB,Headphones,Home Appliances,Product_NUKG7,464.39,24,1,10x12x16 cm,15-03-2023,01-01-2026,S9UGI6,"T6C,RQY",Blue/Medium,4
WXWLG75M,Monitor,Electronics,Product_SX9WT,225.95,87,2,20x20x16 cm,15-03-2023,01-01-2025,XPNRT6,"FN2,5KJ",Blue/Medium,4
T9MN40VF,Smartphone,Electronics,Product_6POFX,32.95,29,2,9x11x14 cm,15-03-2023,01-01-2024,0636TU,"91Z,SRQ",Red/Small,3
G0E3LLRG,Smartphone,Home Appliances,Product_E9LD8,435.4,45,3,15x13x18 cm,15-03-2023,01-01-2026,W0BH7Y,"TNV,ACZ",Red/Small,1
6Y6H4532,Monitor,Electronics,Product_SL0QD,372.62,29,3,19x20x14 cm,01-01-2023,01-01-2024,FGGX6Q,"B9U,B7D",Blue/Medium,3
N0K39E7B,Monitor,Home Appliances,Product_HN47W,143.26,7,2,15x20x8 cm,01-01-2023,01-01-2025,0XMSIN,"BVH,HW9",Green/Large,4
E1P9LM87,Laptop,Home Appliances,Product_RI0B8,286.39,92,1,6x19x5 cm,01-01-2023,01-01-2025,GOJEMD,"P3Y,XPI",Green/Large,3
EY5F4JXM,Headphones,Electronics,Product_SUE7X,52.34,55,1,13x14x7 cm,15-03-2023,01-01-2024,4DGXIW,"VBM,J3I",Red/Small,4
USP2EHGN,Smartphone,Home Appliances,Product_DAZVT,90.5,15,2,6x16x6 cm,15-03-2023,01-01-2024,5OCDRM,"OZF,JF8",Blue/Medium,3
7YH45MB3,Headphones,Electronics,Product_8LD2F,161.49,40,1,6x11x16 cm,30-07-2023,01-01-2025,0ZTNP2,"0R3,KTG",Blue/Medium,3
V8YONM2J,Laptop,Electronics,Product_93M4K,142.36,47,3,19x20x13 cm,15-03-2023,01-01-2025,OI4YSH,"JB3,80A",Green/Large,1
F3UGDR2V,Laptop,Home Appliances,Product_T5GO0,91.68,79,1,10x15x8 cm,15-03-2023,01-01-2026,JO4BGB,"LIJ,PFM",Blue/Medium,3
BKXSIB2A,Smartphone,Electronics,Product_GF160,84.43,74,1,18x16x5 cm,15-03-2023,01-01-2026,VQTCA0,"KUE,GES",Blue/Medium,2
383NT03X,Headphones,Electronics,Product_JPBBM,114.67,75,3,16x15x5 cm,01-01-2023,01-01-2024,RQIMW7,"6NM,CFR",Red/Small,1
M1052G2D,Headphones,Clothing,Product_BP9N2,399.82,25,3,15x19x9 cm,15-03-2023,01-01-2024,EQB0ER,"BEN,PUQ",Blue/Medium,5
NUM93M4E,Laptop,Clothing,Product_UFFUQ,249.93,97,1,20x17x13 cm,30-07-2023,01-01-2026,U3S7R3,"ZYW,PJO",Red/Small,3
A3HHNFUJ,Laptop,Home Appliances,Product_CEUT8,390.86,1,2,11x16x5 cm,15-03-2023,01-01-2025,8PTAY6,"TEI,YJ5",Red/Small,5
7KEY4N13,Monitor,Clothing,Product_403AX,294.34,36,2,9x15x10 cm,01-01-2023,01-01-2026,3XV2AR,"TCL,371",Red/Small,1
480RUHYV,Smartphone,Electronics,Product_KKNUH,37.2,12,1,9x9x5 cm,30-07-2023,01-01-2026,Z0M61S,"42P,E19",Blue/Medium,1
FX24RHEL,Headphones,Clothing,Product_YWHXU,214.03,88,1,14x16x14 cm,30-07-2023,01-01-2026,ZXGRPN,"WTU,JQW",Red/Small,1
KUY2ZJOO,Headphones,Electronics,Product_87KSG,334.89,2,2,17x5x15 cm,30-07-2023,01-01-2025,DOEOFE,"FNR,QSQ",Blue/Medium,4
PSHJ1S7W,Monitor,Home Appliances,Product_B9AS1,182.84,67,2,13x19x17 cm,01-01-2023,01-01-2025,Y6G9ML,"WLI,EV7",Red/Small,5
JRPAUTIM,Laptop,Clothing,Product_I45NB,429.63,66,1,9x14x8 cm,15-03-2023,01-01-2025,N6ASN9,"7UP,ZR6",Blue/Medium,4
BW24XIIU,Headphones,Home Appliances,Product_S1Q3V,178.94,7,2,16x12x9 cm,30-07-2023,01-01-2024,2931TN,"7TN,ZHT",Red/Small,4
587RULWB,Smartphone,Clothing,Product_2PZAF,215.05,38,1,14x18x6 cm,15-03-2023,01-01-2026,KQ48M1,"SMZ,G0D",Red/Small,4
3PPQ9S90,Headphones,Electronics,Product_0KDH2,60.5,68,1,20x8x18 cm,15-03-2023,01-01-2025,KY59JW,"KZ9,Y1Q",Blue/Medium,1
N7WCQXN3,Smartphone,Electronics,Product_XHQUC,469.17,56,2,9x9x6 cm,30-07-2023,01-01-2025,YB81R1,"7ZK,NUQ",Red/Small,3
BWG7VUTA,Smartphone,Clothing,Product_3F10P,227.51,61,2,9x6x13 cm,01-01-2023,01-01-2024,VZWZYO,"LUM,28O",Green/Large,5
Q0GQXH5F,Headphones,Electronics,Product_V9ML6,488.73,12,1,16x18x20 cm,15-03-2023,01-01-2024,J6AEIQ,"0XN,1J3",Red/Small,3
1SN5J1JO,Headphones,Clothing,Product_T1109,419.37,42,1,20x16x8 cm,01-01-2023,01-01-2025,VG170R,"TW9,DIY",Green/Large,2
J4AS0ICJ,Headphones,Home Appliances,Product_LJZIG,310.86,44,3,10x19x8 cm,15-03-2023,01-01-2024,DINHKY,"1H1,7VM",Blue/Medium,4
Z40LBUVN,Monitor,Clothing,Product_WS3GJ,25.19,44,2,14x18x9 cm,30-07-2023,01-01-2024,H1JMHM,"KFZ,IYT",Blue/Medium,1
NJ0PUZNX,Smartphone,Home Appliances,Product_CZYSG,384.87,53,1,7x13x6 cm,01-01-2023,01-01-2024,YGHLYG,"M21,PLS",Red/Small,2
PVO9078R,Laptop,Clothing,Product_2F97S,410.86,31,3,15x13x13 cm,30-07-2023,01-01-2026,VE4BOZ,"EY9,SF4",Blue/Medium,4
UETYDJ0L,Headphones,Electronics,Product_STPS9,179.33,87,3,17x10x19 cm,01-01-2023,01-01-2025,YXJFPZ,"P1N,WLU",Green/Large,5
Y2DD3YYT,Monitor,Electronics,Product_6VJKJ,388.46,1,3,16x18x7 cm,15-03-2023,01-01-2025,PIO9GH,"P29,76R",Red/Small,4
6LNAJTB2,Laptop,Home Appliances,Product_259XX,36.34,92,3,5x9x16 cm,01-01-2023,01-01-2024,67U9XB,"HBR,T2N",Red/Small,5
ANK0O1O7,Smartphone,Home Appliances,Product_5A4Q1,62.24,99,2,20x8x19 cm,15-03-2023,01-01-2026,Y4S5DI,"20G,SLK",Green/Large,5
S7V71P9L,Monitor,Home Appliances,Product_BSKBC,247.55,90,2,15x17x11 cm,15-03-2023,01-01-2026,EQAY1I,"LJF,BLU",Blue/Medium,1
RYH55BWG,Headphones,Electronics,Product_USOIF,256.77,11,1,18x15x8 cm,01-01-2023,01-01-2024,129AVA,"72Y,98N",Green/Large,4
NF7YVS6M,Laptop,Clothing,Product_D7NXV,277.52,17,3,12x9x20 cm,15-03-2023,01-01-2025,0B5LDF,"230,5M0",Blue/Medium,3
4X9G2GZ3,Headphones,Home Appliances,Product_TRREE,93.56,14,3,5x16x12 cm,30-07-2023,01-01-2026,JLCAUE,"IJ4,DF5",Red/Small,3
VBSJJDUO,Laptop,Home Appliances,Product_NZGL4,115.42,12,1,15x13x16 cm,30-07-2023,01-01-2026,5P7YLU,"DDD,LKE",Green/Large,1
7B2PRWQ9,Smartphone,Electronics,Product_P93AW,494.84,13,2,13x6x18 cm,15-03-2023,01-01-2025,0E3FI4,"1B6,OZD",Blue/Medium,4
X41BUTDV,Laptop,Home Appliances,Product_QWBY2,21.24,27,3,12x10x10 cm,15-03-2023,01-01-2025,LW47XZ,"E24,ODL",Blue/Medium,4
57LN6Q28,Smartphone,Home Appliances,Product_SSIGZ,185.48,16,3,13x17x18 cm,15-03-2023,01-01-2025,F0LPPI,"5V4,LA0",Green/Large,2
EC62RVV3,Headphones,Home Appliances,Product_TEUSS,439.59,62,3,8x14x18 cm,30-07-2023,01-01-2026,3R2HYH,"RE3,BJI",Green/Large,3
F2MJ5ERX,Monitor,Home Appliances,Product_PC12U,16.82,32,1,20x7x18 cm,15-03-2023,01-01-2026,ZZYC8N,"7NQ,D4A",Green/Large,1
HP5RU0CA,Smartphone,Clothing,Product_3TVZC,29.61,95,3,18x18x12 cm,15-03-2023,01-01-2024,983JXZ,"23Q,P0A",Red/Small,1
TK3LVZBN,Monitor,Electronics,Product_L0JY3,356.05,57,3,5x13x16 cm,01-01-2023,01-01-2026,EE2U5D,"84R,P0N",Blue/Medium,5
7W4WHRHJ,Monitor,Electronics,Product_NGIHC,89.44,11,3,6x9x10 cm,01-01-2023,01-01-2025,VPCV8X,"X6H,R03",Red/Small,5
H5OUQQ2Q,Monitor,Clothing,Product_AKSNI,225.47,96,2,17x19x20 cm,15-03-2023,01-01-2024,MK8K5Y,"HW7,XYF",Green/Large,1
H8C2W6TR,Laptop,Home Appliances,Product_9RQMH,16.1,42,3,12x7x12 cm,30-07-2023,01-01-2024,TMRAVZ,"AEB,FGD",Red/Small,4
2GRUUW8V,Monitor,Clothing,Product_LPHH1,225.28,64,1,13x20x18 cm,30-07-2023,01-01-2026,7TQ73S,"K28,22Y",Red/Small,2
8D4H8LQO,Smartphone,Clothing,Product_8N704,97.84,21,3,18x11x8 cm,15-03-2023,01-01-2026,UWMHP6,"BUC,29I",Red/Small,2
JE3GYKXX,Headphones,Clothing,Product_QVZ26,372.99,10,3,20x18x14 cm,15-03-2023,01-01-2025,VUGSGM,"BH6,VOG",Blue/Medium,2
APQOCPBB,Headphones,Electronics,Product_J0I0R,400.68,28,1,16x15x20 cm,01-01-2023,01-01-2025,YAOZXP,"2GW,6TZ",Red/Small,1
KQYGM7XE,Monitor,Home Appliances,Product_F4IXT,457.05,5,3,7x6x12 cm,15-03-2023,01-01-2024,HZ36VE,"8R2,0M5",Red/Small,3
VUJTWSX9,Laptop,Home Appliances,Product_RN2R5,52.97,90,1,12x12x11 cm,01-01-2023,01-01-2026,WAFQRA,"5GY,FRN",Blue/Medium,2
DRZ0EXO2,Laptop,Electronics,Product_PYTYR,205.67,52,2,9x17x6 cm,01-01-2023,01-01-2025,441ISI,"JIM,C8L",Red/Small,5
OY2ZL8WT,Laptop,Home Appliances,Product_ZNMN7,15.02,64,1,11x14x20 cm,01-01-2023,01-01-2024,IU914I,"TXE,98O",Blue/Medium,3
2KD0P5P8,Monitor,Clothing,Product_1QBZM,485.58,32,1,19x10x12 cm,30-07-2023,01-01-2026,T3BC1K,"HBJ,6Q5",Red/Small,2
Y1KX48UC,Monitor,Home Appliances,Product_9MGTZ,330.4,69,3,14x11x15 cm,15-03-2023,01-01-2026,GSHAR8,"7HE,U01",Blue/Medium,1
VJ4ZFN1Q,Laptop,Electronics,Product_SY5YZ,300.65,9,3,6x15x17 cm,15-03-2023,01-01-2026,KD3V37,"9Y7,INH",Green/Large,2
W9EETAO0,Smartphone,Clothing,Product_JAKYZ,430.73,10,3,5x14x20 cm,01-01-2023,01-01-2024,YPDCF2,"6UZ,B1M",Red/Small,5
74HWPP2A,Monitor,Clothing,Product_VCAQJ,102.18,93,1,9x15x15 cm,15-03-2023,01-01-2026,YHMHTB,"VG9,SZE",Green/Large,2
